target,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
4,haute curry,solid crepe round neck womens straight fit top - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107262,599,50% off,Indianwear-Women
5,stop,solid v neck anarkali fit womens kurta - indigo,"Size:S,M,L,XL,X-Small,XX-Large",-107270,849,50% off,Indianwear-Women
6,juniper,embroidered round neck straight fit womens dailywear jumpsuit - dark blue,"Size:Large,Medium,Small,X-Large,XX-Large",-107279,1019,60% off,Indianwear-Women
7,juniper,floral georgette mandarin collar womens a-line kurta - black,Size:X-Small,-107287,809,70% off,Indianwear-Women
8,juniper,cambric v-neck womens lehenga choli and dupatta set - natural,"Size:Large,Medium",-107295,1778,60% off,Indianwear-Women
9,varanga,embroidered round neck silk blend regular fit womens ethnic set - sea green,"Size:Small,X-Large,XX-Large",-107303,1609,65% off,Indianwear-Women
10,aurelia,solid band with v cotton blend womens knee length kurta - yellow,"Size:Medium,Small,X-Small",-107312,979,30% off,Indianwear-Women
11,juniper,printed georgette round neck womens salwar kurta dupatta set - multi,"Size:Large,X-Large",-107320,1949,50% off,Indianwear-Women
12,aurelia,round neck cotton womens calf length kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107328,909,30% off,Indianwear-Women
13,global desi,geometric polyester round neck womens flared kurta - multi,"Size:XL,Large,Medium,Small,X-Small",-107337,2479,20% off,Indianwear-Women
14,janasya,polka dots v neck cotton womens regular fit dress - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-107345,769,65% off,Indianwear-Women
15,ziyaa,floral polyester mandarin womens kurta palazzo set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107353,880,55% off,Indianwear-Women
16,myshka,printed rayon round neck womens regular kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large",-107361,574,75% off,Indianwear-Women
17,sanaa,printed rayon mandarin womens kurta - navy,"Size:Large,Medium,Small,X-Large,XX-Large",-107370,699,50% off,Indianwear-Women
18,janasya,womens wine cotton kurta (jne3404) - purple,"Size:Large,Medium,Small,X-Large,X-Small,XXX-Large",-107378,769,45% off,Indianwear-Women
19,juniper,solid silk round neck womens straight kurta - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",-107386,599,60% off,Indianwear-Women
20,myshka,checks cotton regular fit womens casual trouse  - pink,"Size:Large,Medium,Small,X-Large,XX-Large",-107394,489,65% off,Indianwear-Women
21,w,printed poly georgette round neck womens flared dress - green,"Size:6,8,10,12,14,16",-107403,2849,25% off,Indianwear-Women
22,Nan,Nan,Nan,-107411,Nan,Nan,Indianwear-Women
23,ziyaa,floral polyester boat neck womens kurta palazzo set - natural,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107419,1169,55% off,Indianwear-Women
24,juniper,embroidered rayon round neck womens salwar kurta dupatta set - white,"Size:Large,Medium,Small,X-Large",-107428,2449,50% off,Indianwear-Women
25,kashish,embroidered cotton womens full length palazzos - natural,"Size:Large/X-Large,Small/Medium",-107436,749,50% off,Indianwear-Women
0,janasya,printed polyester blend round neck womens kaftan kurta - green,"Size:Large,Medium,Small,XX-Large",-107444,1043,45% off,Indianwear-Women
1,haute curry,solid cotton blend round neck womens casual tunic - sage,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107452,799,Nan,Indianwear-Women
2,kashish,solid straight fit viscose blend womens festive pants - red,"Size:Large/X-Large,Small/Medium",-107461,649,50% off,Indianwear-Women
3,zink london,textured polyester womens ankle length palazzo - black,"Size:Large,Medium,Small,X-Large,X-Small",-107469,1319,40% off,Indianwear-Women
4,vastranand,solid zari linen festive wear womens regular saree - white,Nan,-107477,1911,45% off,Indianwear-Women
5,varkala silk sarees,kanjivaram katan silk traditional women kanjivaram saree - royal blue,Nan,-107485,1125,75% off,Indianwear-Women
6,vastranand,floral zari georgette festive wear womens regular saree - white,Nan,-107494,2529,45% off,Indianwear-Women
7,varanga,solid silk round neck womens calf length kurta - blue,"Size:Medium,Small,X-Large,XX-Large",-107502,924,75% off,Indianwear-Women
8,stop,womens printed knee length casual wear kurta - blue,"Size:S,M,XXX-Large",-107510,399,50% off,Indianwear-Women
9,haute curry,printed rayon round neck womens regular tunic - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107519,449,50% off,Indianwear-Women
10,aurelia,yarn dyed cotton collar neck womens a line kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107527,2299,Nan,Indianwear-Women
11,stop,womens free size printed dupatta - black,Nan,-107535,199,50% off,Indianwear-Women
12,ziyaa,printed polyester boat neck womens flared kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107543,853,65% off,Indianwear-Women
13,haute curry,printed round neck rayon womens flared cowl dress - blue,"Size:Large,Medium,Small,X-Small,XX-Large",-107552,749,50% off,Indianwear-Women
14,w,printed cotton round neck womens straight kurta - ecru,"Size:6,8,10,12,14,16,18",-107560,1999,Nan,Indianwear-Women
15,w,printed round neck 30's rayon womens gathered dress - green,Size:12,-107568,1899,50% off,Indianwear-Women
16,janasya,solid rayon round neck womens kurta palazzo set with dupatta - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-107576,1731,45% off,Indianwear-Women
17,stop,solid regular fit cotton lycra womens casual pants - olive,"Size:XL,Large,Medium,Small,X-Small,XX-Large",-107585,999,Nan,Indianwear-Women
18,aurelia,solid cotton blend womens casual trouse  - black,"Size:Large,Medium,Small,X-Large,XX-Large",-107593,999,Nan,Indianwear-Women
19,w,printed viscose round neck womens calf length kurta - blue,"Size:6,8,10,12,14,16,18",-107601,1899,Nan,Indianwear-Women
20,stop,solid straight fit polyester womens casual wear palazzo - black,"Size:2XL/3XL,Large/X-Large,Small/Medium",-107609,359,60% off,Indianwear-Women
21,janasya,floral silk mandarin womens kurta palazzo set with dupatta - pink,"Size:Large,Medium,Small,X-Large,X-Small",-107618,1474,50% off,Indianwear-Women
22,Nan,Nan,Nan,-107626,Nan,Nan,Indianwear-Women
23,stop,solid v neck anarkali fit womens kurta - maroon,"Size:S,M,L,XL,X-Small,XX-Large",-107634,849,50% off,Indianwear-Women
24,ziyaa,floral rayon round neck womens straight kurta - maroon,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107643,818,60% off,Indianwear-Women
25,varanga,printed sweetheart neck cotton womens ethnic set - yellow,"Size:Large,Medium,Small,X-Small",-107651,2449,65% off,Indianwear-Women
0,stop,embroidered rayon round neck womens regular tunic - coral,"Size:XL,Large,Medium,Small,XX-Large",-107659,649,50% off,Indianwear-Women
1,kashish,embroidered v neck flared fit womens kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107667,899,50% off,Indianwear-Women
2,juniper,round neck rayon flared womens lehenga choli set - black,"Size:Large,Medium,Small,X-Large,X-Small",-107676,1979,40% off,Indianwear-Women
3,juniper,cambric mandarin neck womens kurta and palazzo set - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107684,1529,55% off,Indianwear-Women
4,vastranand,solid zari georgette festive wear womens regular saree - yellow,Nan,-107692,1998,60% off,Indianwear-Women
5,varanga,womens black and gold zari embroidery and mirror work bell sleeves crop top - black,"Size:Large,Medium,Small,X-Large",-107700,799,60% off,Indianwear-Women
6,w,print viscose mandarin neck womens kurta - blue,"Size:6,16",-107709,849,50% off,Indianwear-Women
7,indya,regular fit georgette womens festive wear skirt - black,Size:X-Small,-107717,1600,50% off,Indianwear-Women
8,juniper,womens blue cotton embroidered tiered dress with poly crepe lining & dori - blue,"Size:Small,XX-Large",-107725,1649,50% off,Indianwear-Women
9,juniper,bandhani mandarin collar a-line fit womens kurta - jade,Size:X-Small,-107734,679,60% off,Indianwear-Women
10,ziyaa,floral round neck rayon womens salwar kurta and dupatta set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107742,1652,60% off,Indianwear-Women
11,ziyaa,floral mandarin rayon womens ethnic set - yellow,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107750,1008,60% off,Indianwear-Women
12,aurelia,printed cotton mandarin womens straight kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107758,909,30% off,Indianwear-Women
13,w,printed collar neck viscose womens straight fit dress - ecru,"Size:6,8,10,16,18",-107767,999,50% off,Indianwear-Women
14,sanaa,printed rayon blend mandarin womens kurta - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",-107775,649,50% off,Indianwear-Women
15,ziyaa,checks polyester round neck womens kurta palazzo set - yellow,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107783,843,55% off,Indianwear-Women
16,ziyaa,floral mandarin polyester womens salwar kurta and dupatta set - peacock,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107791,1439,30% off,Indianwear-Women
17,w,solid cotton lycra womens festive tights - off white,"Size:Large,Medium,Small",-107800,599,25% off,Indianwear-Women
18,haute curry,womens cotton  flared skirt - yellow,"Size:Large/X-Large,Small/Medium",-107808,749,50% off,Indianwear-Women
19,kashish,embroidered mandarian collar straight fit womens kurta - natural,"Size:Small,X-Large,X-Small,XX-Large",-107816,999,50% off,Indianwear-Women
20,varkala silk sarees,kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi,Nan,-107825,1350,70% off,Indianwear-Women
21,kashish,embroidered round neck straight fit womens kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-107833,799,50% off,Indianwear-Women
22,Nan,Nan,Nan,-107841,Nan,Nan,Indianwear-Women
23,infuse,printed round neck regular fit womens kurta - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107849,649,50% off,Indianwear-Women
24,kami kubi,geometric cotton round neck womens ethnic set - yellow,"Size:Large,Medium,Small,X-Small,XX-Large",-107858,1949,35% off,Indianwear-Women
25,janasya,polka dots round neck crepe womens calf length kurta - maroon,"Size:Large,Medium,X-Large,X-Small,XX-Large",-107866,535,60% off,Indianwear-Women
0,janasya,lace crepe round neck womens kurta palazzo set with dupatta - wine,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-107874,944,65% off,Indianwear-Women
1,kashish,embroidered round neck straight fit womens kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",-107882,799,50% off,Indianwear-Women
2,juniper,womens indigo cambric floral placement printed flared palazzo with lace hem - indigo,"Size:Large,Medium,Small,X-Large,X-Small",-107891,989,45% off,Indianwear-Women
3,juniper,womens mint cambric placement print peplum crop-top with printed flared palazzo - mint,"Size:Large,Medium,Small,X-Large",-107899,1649,45% off,Indianwear-Women
4,and,solid rayon mandarin womens regular kurta - bottle green,"Size:Small,XX-Large,XXX-Large",-107907,1039,20% off,Indianwear-Women
5,indya,shraddha kapoor for indya women mustard yellow ethnic motifs embroidered chikankari georgette kurta - yellow,Size:XX-Large,-107916,1100,50% off,Indianwear-Women
6,fusion beats,womens v neck printed tunic - off white,"Size:Small,X-Large",-107924,559,63% off,Indianwear-Women
7,w,printed viscose round neck womens kurta - peacock,"Size:6,8,10,12,14,16,18",-107932,2399,Nan,Indianwear-Women
8,w,printed viscose mandarin womens calf length kurta - green,"Size:6,8,10,14",-107940,849,50% off,Indianwear-Women
9,myshka,printed cotton round neck womens kurta palazzo set - pink,"Size:Medium,Small",-107949,899,70% off,Indianwear-Women
10,haute curry,solid regular fit rayon womens casual pants - grey,"Size:Large,Medium,Small,X-Large",-107957,449,50% off,Indianwear-Women
11,ziyaa,floral boat neck polyester womens ethnic set - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-107965,773,60% off,Indianwear-Women
12,janasya,poly muslin womens kurta with pant and dupatta set - peach,"Size:Large,Medium",-107973,2748,45% off,Indianwear-Women
13,haute curry,solid rayon regular fit womens tunic - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-107982,399,50% off,Indianwear-Women
14,janasya,printed crepe v-neck womens flared kurta - green,"Size:Large,Medium,Small,X-Large",-107990,559,60% off,Indianwear-Women
15,stop,printed mandarin collar straight fit womens kurta - off white,"Size:S,M,L,XL,X-Small,XX-Large",-107998,649,50% off,Indianwear-Women
16,stop,embro calf length casual wear kurta - sage,"Size:S,M,L,X-Large,X-Small,XX-Large",-108006,1299,Nan,Indianwear-Women
17,w,round neck poly viscose regular designer womens dresses - pink,"Size:10,14",-108015,1999,50% off,Indianwear-Women
18,biba,printed cotton round neck womens ethnic set - navy,"Size:32,34,36,38,40,42",-108023,2519,30% off,Indianwear-Women
19,janasya,womens light green poly crepe kurta (jne3473) - leaf green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-108031,749,50% off,Indianwear-Women
20,myshka,embroidered rayon v neck womens regular kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large",-108040,1199,80% off,Indianwear-Women
21,indya,solid viscose womens regular palazzo - black,"Size:Large,Medium,Small,X-Large,X-Small",-108048,1040,20% off,Indianwear-Women
22,Nan,Nan,Nan,-108056,Nan,Nan,Indianwear-Women
23,infuse,embroidered chanderi mandarin womens kurta - cream,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-108064,999,50% off,Indianwear-Women
24,ziyaa,printed polyester round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-108073,676,65% off,Indianwear-Women
25,yuris,printed round neck cotton womens kurta palazzo set - navy,"Size:Small,X-Large,XXX-Large",-108081,1399,60% off,Indianwear-Women
0,juniper,embroidered mandarin neck rayon womens flared dress - navy,Size:X-Small,-108089,1499,50% off,Indianwear-Women
1,w,printed round neck cotton blend womens calf length kurta - blue,"Size:6,8,10,12,14,16,18",-108097,1999,Nan,Indianwear-Women
2,infuse,printed rayon round neck womens shirt top - red,"Size:Medium,Small,X-Small",-108106,349,50% off,Indianwear-Women
3,biba,printed round neck flared womens kurta - indigo,"Size:32,34,36,38,40",-108114,2079,20% off,Indianwear-Women
4,stop,womens printed calf length casual wear kurta - yellow,"Size:S,M,L,XL,X-Small,XX-Large",-108122,499,50% off,Indianwear-Women
5,haute curry,printed v neck regular womens tunics & tops - teal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-108131,499,50% off,Indianwear-Women
6,indya,shraddha kapoor for indya navy floral embroidered sleeveless crop top - blue,"Size:Large,Medium,Small,X-Large,X-Small",-108139,1360,20% off,Indianwear-Women
7,aurelia,solid georgette round neck womens ethnic set - yellow,"Size:Large,Medium,Small,X-Large,XX-Large",-108147,3429,30% off,Indianwear-Women
8,w,regular fit poly blend womens festive skirt - gold,"Size:Large,Medium,Small,X-Large",-108155,2999,Nan,Indianwear-Women
9,ziyaa,printed round neck rayon womens ethnic set - off white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",-108164,1044,60% off,Indianwear-Women
10,aurelia,dyed cotton womens straight kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-108172,1049,30% off,Indianwear-Women
11,janasya,womens navy blue poly crepe kurta with dhoti pant (set186) - navy,"Size:Medium,Small,X-Large,X-Small",-108180,1079,60% off,Indianwear-Women
12,myshka,solid rayon regular fit womens casual trouse  - red,"Size:Large,Medium,Small,X-Large,XX-Large",-108188,454,65% off,Indianwear-Women
13,global desi,womens solid pants - navy,"Size:XL,Large,Medium,Small",-108197,599,60% off,Indianwear-Women
14,kashish,embroidered round neck viscose blend womens ethnic set - sea green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",-108205,1899,50% off,Indianwear-Women
15,stop,solid straight fit cotton lycra womens casual wear pants - black,"Size:S,M,L,X-Large,X-Small,XX-Large",-108213,899,Nan,Indianwear-Women
16,juniper,ethnic motifs round neck cambric womens anarkali dresses - indigo,"Size:Large,Medium,Small,X-Large,XX-Large",-108222,1349,55% off,Indianwear-Women
17,juniper,womens teal dull satin placement print kalidar lehenga choli set with satin lining & cancan - peacock,"Size:Large,Medium,Small,X-Small",-108230,1999,60% off,Indianwear-Women
